_id_x;ID;APT;COMUNE_CODICE;COMUNE;DENOMINAZIONE;TIPOLOGIA;CATEGORIA;INDIRIZZO;FRAZIONE;CAP;PROV;TELEFONO;TELEFONO2;FAX;WEB;EMAIL;COORDX;COORDY;TOTALE_UNITA;TOTALE_LETTI;TOTALE_BAGNI;geometry;_id_y;CODICE;COD_ISTAT;DESCRIZIONE
2378;17672;9;54039;PERUGIA;IL VECCHIO OLIVO;Agriturismo;1 spiga;Via Assisana 35;;06135;PG;075 31634;340 2604048;;;c.pammelati@hotmail.it;1956886.0;5128102.0;1;3;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2379;5969;9;54039;PERUGIA;ISTITUTO DON BOSCO;Casa religiosa di ospitalita';Casa religiosa di ospitalita';Via Don Bosco 5;;06121;PG;075 5733880;;075 5730471;www.donboscoperugia.it;gcolaja@tin.it;2307145.0323900003;4776219.87595;30;34;37;POINT (2307145.03239 4776219.87595);9;9;541106;PERUGINO
2380;6067;9;54039;PERUGIA;ISTITUTO SANT'ANTONIO;Casa religiosa di ospitalita';Casa religiosa di ospitalita';Via della Consolazione 4;;06121;PG;075 5725630;;;;collegiosantantonio@gmail.com;2307326.1614900003;4776091.38109;35;40;22;POINT (2307326.16149 4776091.38109);9;9;541106;PERUGINO
2381;9171;9;54039;PERUGIA;L'ANTICO CASALE;Agriturismo;2 spighe;Str. Palazzetta 17;RAMAZZANO;06134;PG;075 603103;347 3585030;075 603103;www.lanticocasale.com;antico_casale@libero.it;2313898.23039947;4782602.34300508;12;30;12;POINT (2313898.23039947 4782602.34300508);9;9;541106;PERUGINO
2382;18345;9;54039;PERUGIA;L'ULIVETO;Bed & Breakfast;Bed & Breakfast;Strada Torontola Cerrone 6;FONTIGNANO;06132;PG;075 600329;393 1310083;;www.bbuliveto.com;prenotazioni@bbuliveto.com;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2383;9568;9;54039;PERUGIA;LA BICOCCA;Agriturismo;Agriturismo;Strada per Rancolfo 5/L;RANCOLFO;06134;PG;075 604129;347 1330685;075 604129;;coluzzi.enrico@rpapg.it;2310651.79482329;4790001.49021163;1;6;2;POINT (2310651.79482329 4790001.49021163);9;9;541106;PERUGINO
2384;14126;9;54039;PERUGIA;LA CALIA;Bed & Breakfast;Bed & Breakfast;Strada Ponte Rio-Ponte Pattoli - Loc. Cordigliano 89;;06134;PG;333 2404380;075 6940259;;www.bedandbreakfastlacalia.it;info@bedandbreakfastlacalia.it;2310445.8783;4782115.54133;2;4;2;POINT (2310445.8783 4782115.54133);9;9;541106;PERUGINO
2385;13866;9;54039;PERUGIA;LA CASA DEI CAVALLI;Agriturismo;4 spighe;Strada San Vetturino 31;;06126;PG;393 3353827;;;www.casacavalli.it;info@casacavalli.it;2307619.05676;4773085.27813;5;25;5;POINT (2307619.05676 4773085.27813);9;9;541106;PERUGINO
2386;14467;9;54039;PERUGIA;LA CASA DELLE MAGNOLIE;Affittacamere;Affittacamere;Via della Beata Colomba 34-36;SAN SISTO;06132;PG;075 5289193;366 1710289;;wwww.lacasadellemagnolie.it;info@lacasadellemagnolie.it;2303910.03563;4774134.80244;3;6;2;POINT (2303910.03563 4774134.80244);9;9;541106;PERUGINO
2387;18807;9;54039;PERUGIA;LA CASA DI PIERA;Affittacamere;Affittacamere;Via del Sole 8;;06123;PG;338 6843135;;;;;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2388;7966;9;54039;PERUGIA;LA CASA GIALLA;Bed & Breakfast;Bed & Breakfast;Via del Barcone - S.Marino 22;;06131;PG;075 5899772;335 5792927;;www.lacasagialla.com;info@lacasagialla.com;2307259.43869069;4780135.00001225;2;4;2;POINT (2307259.43869069 4780135.00001225);9;9;541106;PERUGINO
2389;14536;9;54039;PERUGIA;LA CASELLA;Agriturismo;2 spighe;Via S.Angelo di Chieli 2/A;RANCOLFO;06134;PG;075 604391;347 7094887;;;;2309639.02753;4791412.97243;1;6;1;POINT (2309639.02753 4791412.97243);9;9;541106;PERUGINO
2390;13605;9;54039;PERUGIA;LA COLLINA DI PILONICO;Agriturismo;3 spighe;Strada Pilonico Paterno 6;;06134;PG;335 6222614;075 6020066;075 6020066;www.lacollinadipilonico.it;info@lacollinadipilonico.it;2318096.10447;4780732.28425;7;10;7;POINT (2318096.10447 4780732.28425);9;9;541106;PERUGINO
2391;19688;9;54039;PERUGIA;LA DIMORA DEGLI ANGELI;Bed & Breakfast;Bed & Breakfast;Strada del Rio 1;;06125;PG;380 5043201;;;;laura.narducci67@gmail.com;1956886.0;5128102.0;2;3;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2392;18431;9;54039;PERUGIA;LA DIMORA DELLA PRINCIPESSA;Bed & Breakfast;Bed & Breakfast;Via San Vetturino 4/A;;06126;PG;075 34827;334 3916875;;www.ladimoradellapricipessa.com;"info@dimoradellapricipessa.it;paviglianitisabrina@gmail.com";1956886.0;5128102.0;3;7;3;POINT (1956886 5128102);9;9;541106;PERUGINO
2393;7595;9;54039;PERUGIA;LA FATTORIA DI RIGONE;Agriturismo;3 spighe;Strada dei Brunelli 5/7;RANCOLFO;06134;PG;075 694 379;335 6219846;075 594 8406;www.rigone.com;info@rigone.com;2311166.68841;4790671.64345;3;10;6;POINT (2311166.68841 4790671.64345);9;9;541106;PERUGINO
2394;14799;9;54039;PERUGIA;LA FONTE;Agriturismo;3 spighe;Strada Ponte Pattoli - Montebello 15;;06134;PG;075 9031045;339 4051330;;www.lafonte-agriturismo.it;marco@lafonte-agriturismo.it;2309672.13686;4783596.93099;5;18;5;POINT (2309672.13686 4783596.93099);9;9;541106;PERUGINO
2395;18070;9;54039;PERUGIA;LA GEMMA;Bed & Breakfast;Bed & Breakfast;Via del Casciolano 151;PONTE VALLECEPPI;PG;PG;075 6929085;339 2537809;;www.lagemma-bb.it;info@lagemma-bb.it;1956886.0;5128102.0;3;6;3;POINT (1956886 5128102);9;9;541106;PERUGINO
2396;6753;9;54039;PERUGIA;LA GINESTRELLA;Agriturismo;4 spighe;Via Maiole Baldelli 10/12;;06134;PG;075 602915;392 9614349;075 8083656;www.laginestrella.com;info@laginestrella.com;2316858.90874373;4777855.34009338;10;24;10;POINT (2316858.90874373 4777855.34009338);9;9;541106;PERUGINO
2397;13497;9;54039;PERUGIA;LA GUARDIOLA DEL TEMPIO;Bed & Breakfast;Bed & Breakfast;Via del Tempio 7;;06123;PG;075 5848797;347 6275708;075 5848797;www.laguardiola.com;info@laguardiola.com;2307312.36825;4777424.05504;2;5;2;POINT (2307312.36825 4777424.05504);9;9;541106;PERUGINO
2398;16031;9;54039;PERUGIA;LA LIRA;Agriturismo;3 spighe;Strada dei Bracceschi 5-7;PONTE PATTOLI;06134;PG;075 694279;338 9514082;075 694279;;;2312181.22518;4784285.71698;11;18;9;POINT (2312181.22518 4784285.71698);9;9;541106;PERUGINO
2399;7650;9;54039;PERUGIA;LA LOCANDA DEI GOLOSI;Agriturismo;4 spighe;Strada Eugubina 225;BOSCO;06134;PG;075 5918606;;;www.lalocandadeigolosi.it;lalocandadeigolosi@hotmail.com;2315374.47366576;4780164.626956;6;10;9;POINT (2315374.47366576 4780164.626956);9;9;541106;PERUGINO
2400;8931;9;54039;PERUGIA;LA LOCANDA DEL DOLCE SOGGIORNO;Country house;Country house;Str. Eugubina 225;BOSCO;06134;PG;075 591 8606;;075 591 8606;www.lalocandadeigolosi.it;lalocandadeigolosi@hotmail.com;2315374.47366576;4780164.626956;6;14;6;POINT (2315374.47366576 4780164.626956);9;9;541106;PERUGINO
2401;18119;9;54039;PERUGIA;LA LOCANDA PARADISO;Agriturismo;4 spighe;Strada Traversa di Sant'Egidio 3;SANT'EGIDIO;06135;PG;329 8396603;3920503399;;www.lalocandaparadiso.com;info@lalocandaparadiso.com;1956886.0;5128102.0;12;24;16;POINT (1956886 5128102);9;9;541106;PERUGINO
2402;9670;9;54039;PERUGIA;LA MACINARA;Agriturismo;3 spighe;Strada Comunale Coltavolino di Solfagnano 29;SOLFAGNANO;06134;PG;075 604604;;075 604604;www.lamacinara.it;info@lamacinara.it;2311517.79494804;4788464.43291952;5;10;5;POINT (2311517.79494804 4788464.43291952);9;9;541106;PERUGINO
2403;9235;9;54039;PERUGIA;LA MERIDIANA;Albergo;4 stelle;Via del Discobolo 42;;06132;PG;075 5172347;;075 5172719;www.lameridianaperugia.it;info.lameridiana@edenhotels.it;2303714.74551448;4775556.47115036;97;194;97;POINT (2303714.74551448 4775556.47115036);9;9;541106;PERUGINO
2404;15602;9;54039;PERUGIA;LA MOLINELLA;Agriturismo;2 spighe;Str. Eugubina - Loc. Farneto 247;;06134;PG;328 7348947;346 61085554;;www.agrilamolinella.it;agrilamolinella@gmail.com;2310988.65398;4778090.5591400005;9;24;10;POINT (2310988.65398 4778090.55914);9;9;541106;PERUGINO
2405;18531;9;54039;PERUGIA;LA PETRONILLA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via delle Puglie 53;MONTE PETRIOLO;06132;PG;075 600281;349 6464490;075 600281;www.lapetronilla.it;lapetronilla1907@libero.it;1956886.0;5128102.0;3;12;3;POINT (1956886 5128102);9;9;541106;PERUGINO
2406;6105;9;54039;PERUGIA;LA QUERCIAIA;Agriturismo;1 spiga;Via Cesare Agostini 27;PONTE DELLA PIETRA;06129;PG;075 9471246;392 8073978;;www.laquerciaia.it;info@laquerciaia.it;2304658.44839228;4772336.70511402;9;18;9;POINT (2304658.44839228 4772336.70511402);9;9;541106;PERUGINO
2407;19373;9;54039;PERUGIA;LA ROSA DEL BORGHETTO;Fattoria didattica senza pernottamento;Fattoria didattica;Strada del Borghetto 10;;06129;PG;347 7868934;075 5055479;;www.larosadelborghetto.it;info@larosadelborghetto.it;1956886.0;5128102.0;0;0;0;POINT (1956886 5128102);9;9;541106;PERUGINO
2408;5920;9;54039;PERUGIA;LA ROSETTA;Albergo;4 stelle;Via del Sette 2;;06121;PG;075 5720841;;075 5720841;www.perugiaonline.com/larosetta;larosetta@perugiaonline.com;2307478.97351;4776258.25669;94;162;94;POINT (2307478.97351 4776258.25669);9;9;541106;PERUGINO
2409;18867;9;54039;PERUGIA;LA ROVERELLA;Bed & Breakfast;Bed & Breakfast;Strada Compresso 24-C8;COLLE UMBERTO;06133;PG;380 5955733;;;;;1956886.0;5128102.0;3;6;3;POINT (1956886 5128102);9;9;541106;PERUGINO
2410;19584;9;54039;PERUGIA;LA SORA BICE;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via Vincenzo Maniconi 155;PONTE FELCINO;06134;PG;335 480491;;;;claudio.frezzini@gmail.com;1956886.0;5128102.0;1;5;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2411;19341;9;54039;PERUGIA;LA TANA DEL PRIORE;Affittacamere;Affittacamere;Via Benincasa 8;;06123;PG;339 1670261;;;;emanuelemercanti@hotmail.it;1956886.0;5128102.0;2;2;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2412;16780;9;54039;PERUGIA;LA TERRAZZA FIO...RITA;Bed & Breakfast;Bed & Breakfast;Via Erminia 21;RIPA;06134;PG;320 7740919;348 8757119;075 602829;www.laterrazzafio-rita.it;laterrazzafio.rita@libero.it;1956886.0;5128102.0;3;6;3;POINT (1956886 5128102);9;9;541106;PERUGINO
2413;17687;9;54039;PERUGIA;LA TORRE DI PILA;Agriturismo;3 spighe;Strada della Torre 12;PILA;06132;PG;075 774140;338 4528911;;www.latorredipila.com;latorredipila@gmail.com;1956886.0;5128102.0;4;9;10;POINT (1956886 5128102);9;9;541106;PERUGINO
2414;8182;9;54039;PERUGIA;LA TORRETTA;Bed & Breakfast;Bed & Breakfast;Via XX Settembre 27;;06121;PG;075 5728836;349 1375372;;;giuliano.marinelli4@tin.it;2307072.00684544;4775889.25000841;1;2;1;POINT (2307072.00684544 4775889.25000841);9;9;541106;PERUGINO
2415;6609;9;54039;PERUGIA;LA VOLPE E L'UVA;Agriturismo;3 spighe;Strada Comunale San Marino 25;;06125;PG;075 5899951;340 6461480;075 5899951;www.agriturismovolpeuva.it;info@agriturismovolpeuva.it;2307611.7381700003;4778785.09073;5;10;6;POINT (2307611.73817 4778785.09073);9;9;541106;PERUGINO
2416;18596;9;54039;PERUGIA;LA ZATTERA;Bed & Breakfast;Bed & Breakfast;Strada dei Lamaticci 1;LA BRUNA;06034;PG;391 737 945 6;;;;lindazangsz@gmail.com;1956886.0;5128102.0;3;6;3;POINT (1956886 5128102);9;9;541106;PERUGINO
2417;18725;9;54039;PERUGIA;LE CAMERE DI CASA CASSANDRA;Affittacamere;Affittacamere;Via Cartolari 44;;06122;PG;331 4305845;;075 9663324;;;1956886.0;5128102.0;3;5;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2418;16968;9;54039;PERUGIA;LE CASE DEL GELSO;Agriturismo;1 spiga;Strada San Marco Cenerente 28BCD;CENERENTE;06131;PG;338 9207252;;;;pborgarelli@hotmail.it;1956886.0;5128102.0;3;7;3;POINT (1956886 5128102);9;9;541106;PERUGINO
2419;7073;9;54039;PERUGIA;LE MACCHIE;Agriturismo;3 spighe;Str. Tiberina Nord 87-85;BOSCO;06134;PG;075 8004737;340 4959354;075 8008833;www.paginegialle.it/lemacchie;;2312870.83872;4778971.5076;2;16;7;POINT (2312870.83872 4778971.5076);9;9;541106;PERUGINO
2420;16483;9;54039;PERUGIA;LE QUERCE;Albergo;3 stelle;Via Tiberina sud 43;;06132;PG;075 609722;;075 609725;www.hotellequerce.eu;info@hotellequerce.eu;1956886.0;5128102.0;60;116;60;POINT (1956886 5128102);9;9;541106;PERUGINO
2421;18944;9;54039;PERUGIA;LE ROSE DI MARIA;Affittacamere;Affittacamere;Strada Canonica 14;CASTEL DEL PIANO;06132;PG;349 8345457;340 4841864;;;"roberta.caporali@gmail.com;stefanoorecchini@libero.it";1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2422;9941;9;54039;PERUGIA;LE SELVETTE;Agriturismo;3 spighe;Strada delle Selvette - Loc. Pilonico Paterno 28/30;;06134;PG;075 6020130;;075 7823615;www.casaleleselvette.com;info@casaleleselvette.com;2317774.0365973;4779277.81982805;10;21;13;POINT (2317774.0365973 4779277.81982805);9;9;541106;PERUGINO
2423;17752;9;54039;PERUGIA;LE STANZE DI GALILEO;Affittacamere;Affittacamere;Via Cesare Caporali 8;;06123;PG;392 5312247;;075 5721833;www.lestanzedigalileo.com;info@lestanzedigalileo.com;1956886.0;5128102.0;5;9;5;POINT (1956886 5128102);9;9;541106;PERUGINO
2424;7729;9;54039;PERUGIA;LE TERRAZZE;Bed & Breakfast;Bed & Breakfast;Via Amerigo Feliziani - Loc. San Marino 26;;06131;PG;075 5899088;347 5859421;075 5899088;www.leterrazzepg.it;info@leterrazzepg.it;2307500.94065214;4780658.50675481;2;5;2;POINT (2307500.94065214 4780658.50675481);9;9;541106;PERUGINO
2425;6073;9;54039;PERUGIA;LE TORRI DI BAGNARA;Agriturismo;5 spighe;Strada della Bruna - Loc. Pieve S. Quirico 8;SOLFAGNANO;06134;PG;075 5792001;;075 5793001;www.letorridibagnara.it;info@letorridibagnara.it;2308717.29823;4787359.838930001;12;30;16;POINT (2308717.29823 4787359.838930001);9;9;541106;PERUGINO
2426;15275;9;54039;PERUGIA;LE VOLTE;Bed & Breakfast;Bed & Breakfast;Viale Indipendenza 45/b;;06121;PG;347 9400908;075 5720594;;www.bblevolte.it;levolte@bblevolte.it;2307534.773;4776107.04037;1;2;1;POINT (2307534.773 4776107.04037);9;9;541106;PERUGINO
2427;16783;9;54039;PERUGIA;LECORBU';Bed & Breakfast;Bed & Breakfast;Via Campestre 15;SAN MARTINO IN COLLE;06132;PG;340 9174323;349 0764281;;www.lecorbu.it;bb.lecorbu@gmail.com;1956886.0;5128102.0;2;4;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2428;14316;9;54039;PERUGIA;LES OLIVES;Bed & Breakfast;Bed & Breakfast;Via Manzoni 391;PONTE SAN GIOVANNI;06135;PG;075 5995028;335 6061320;;www.leolivebeb.com;info@leolivebeb.com;2312104.77687;4773971.49043;3;6;3;POINT (2312104.77687 4773971.49043);9;9;541106;PERUGINO
2429;17968;9;54039;PERUGIA;LITTLE ITALY;Ostello della gioventu';Ostello della gioventu';Via della Nespola 1;;06122;PG;075 966 199 7;;075 966 199 8;www.littleitalyhostel.it;info@littleitalyhostel.it;1956886.0;5128102.0;3;24;6;POINT (1956886 5128102);9;9;541106;PERUGINO
2430;5925;9;54039;PERUGIA;LOCANDA DELLA POSTA;Albergo;4 stelle;Corso Vannucci 97;;06121;PG;075 5728925;;075 5732562;www.locandadellapostahotel.it;info@locandadellaposta.it;2307508.5663900003;4776359.8855800005;17;34;18;POINT (2307508.56639 4776359.88558);9;9;541106;PERUGINO
2431;5949;9;54039;PERUGIA;LOCANDA STELLA;Albergo;2 stelle;Via dei Narcisi 47/A;;06126;PG;075 6920002;;;www.stellaperugia.it;info@stellaperugia.it;2311005.13487749;4775872.70967028;9;15;9;POINT (2311005.13487749 4775872.70967028);9;9;541106;PERUGINO
2432;16548;9;54039;PERUGIA;MARIPOSA;Bed & Breakfast;Bed & Breakfast;Via G. Lancellotti 4;;06124;PG;3498101791;347 5445072;;www.bebmariposa.it;bebmariposa@hotmail.it;1956886.0;5128102.0;2;3;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2433;16248;9;54039;PERUGIA;MENTA E ROSMARINO;Bed & Breakfast;Bed & Breakfast;Via del Luschieto 5;;06126;PG;334 9622111;;;www.mentarosmarino.eu;info@mentarosmarino.eu;2307821.5481;4772710.34782;2;4;1;POINT (2307821.5481 4772710.34782);9;9;541106;PERUGINO
2434;15119;9;54039;PERUGIA;MINI RESORT FONTANA MAGGIORE;Bed & Breakfast;Bed & Breakfast;Via della Gabbia 11;;06122;PG;393 3062277;;;www.resortfontanamaggiore.com;info@resortfontanamaggiore.com;2307505.4016;4776544.80481;1;2;1;POINT (2307505.4016 4776544.80481);9;9;541106;PERUGINO
2435;15050;9;54039;PERUGIA;MONIA;Bed & Breakfast;Bed & Breakfast;Via Venanzio Gabbriotti - Loc. Case Nuove di Ponte della Pietra 13;;06129;PG;335 718 4457;339 704 8126;;www.bedandbreakfastmonia.com;info@bedandbreakfastmonia.com;2304484.18368;4772162.58708;2;4;2;POINT (2304484.18368 4772162.58708);9;9;541106;PERUGINO
2436;7564;9;54039;PERUGIA;MONTECORNEO COUNTRY HOUSE;Country house;Country house;Strada dei Loggi 136;;06135;PG;075 388230;393 9896397;075 388230;www.montecorneo.com;info@montecorneo.com;2309373.66180325;4772280.94910846;14;50;20;POINT (2309373.66180325 4772280.94910846);9;9;541106;PERUGINO
2437;5943;9;54039;PERUGIA;MORLACCHI;Albergo;2 stelle;Via Tiberi 2;;06123;PG;075 5720319;;075 5720319;www.hotelmorlacchi.it;info@hotelmorlacchi.it;2307377.08109;4776642.31211;14;20;15;POINT (2307377.08109 4776642.31211);9;9;541106;PERUGINO
2438;18960;9;54039;PERUGIA;NATIVO;Affittacamere;Affittacamere;Strada Canneto Colognola 8;COLLE UMBERTO;06131;PG;333 6863163;;;;leona.francesco@gmail.com;1956886.0;5128102.0;6;12;4;POINT (1956886 5128102);9;9;541106;PERUGINO
2439;15381;9;54039;PERUGIA;NONNA MIETTA;Bed & Breakfast;Bed & Breakfast;Via Francesco Maturanzio 22;;06124;PG;075 5722639;348 7333511;075 5722639;www.bbperugia.com;nonnamietta@hotmail.com;2306861.9936;4776597.69013;2;3;2;POINT (2306861.9936 4776597.69013);9;9;541106;PERUGINO
2440;5959;9;54039;PERUGIA;NYERS;Albergo;1 stella;Via Caboto 6;FERRO DI CAVALLO;06127;PG;075 5010795;;075 5010795;www.albergonyers.it;info@albergonyers.it;2304152.95866;4775775.63564;14;22;14;POINT (2304152.95866 4775775.63564);9;9;541106;PERUGINO
2441;7980;9;54039;PERUGIA;OLIVETANO;Agriturismo;3 spighe;Str. dei Cappuccinelli - Loc. Santa  Lucia 18;;06125;PG;075 44235;335 6647016;075 44235;www.olivetano.it;info@olivetano.it;2304356.37752854;4777187.58404116;3;7;4;POINT (2304356.37752854 4777187.58404116);9;9;541106;PERUGINO
2442;15845;9;54039;PERUGIA;OSPITALITA' BELLOCCHIO;Casa religiosa di ospitalita';Casa religiosa di ospitalita';Via Pievaiola 48;;06128;PG;075 5004605;;075 5004605;;gesuredentore48@libero.it;2305974.50416;4775600.29384;18;21;20;POINT (2305974.50416 4775600.29384);9;9;541106;PERUGINO
2443;8213;9;54039;PERUGIA;OSPITALITA' RURALE CASTEL D'ARNO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Strada Castel D'Arno-Pianello 8;PIANELLO;06134;PG;075 6020030;347 4333775;075 6020030;www.casteldarno.it;info@casteldarno.it;2322311.1609362005;4780587.69449482;4;19;5;POINT (2322311.160936201 4780587.69449482);9;9;541106;PERUGINO
2444;14466;9;54039;PERUGIA;OSPITALITA' RURALE CASTEL D'ARNO B&B;Bed & Breakfast;Bed & Breakfast;Strada Castel D'Arno 8;PIANELLO;06134;PG;075 6020030;347 4333775;;www.casteldarno.it;info@casteldarno.it;2319374.26705362;4781378.67589017;3;6;3;POINT (2319374.26705362 4781378.67589017);9;9;541106;PERUGINO
2445;7123;9;54039;PERUGIA;OSTELLO INTERNAZIONALE PER LA GIOVENTU  MARIO SPAGNOLI;Ostello della gioventu';Ostello della gioventu';Via Cortonese 4;;06127;PG;075 5011366;345 4511520;075 5026805;www.aighostels.it/it/hostels/perugia-mario-spagnoli;perugia1@aighostels.it;2307449.61468709;4776210.18979908;33;186;37;POINT (2307449.61468709 4776210.18979908);9;9;541106;PERUGINO
2446;7928;9;54039;PERUGIA;OSTELLO PER LA GIOVENTU' VILLA GIARDINO;Ostello della gioventu';Ostello della gioventu';Via Maniconi 97;;06134;PG;075 5913991;328 5763396;075 5914203;www.aighostels.it/it/hostels/perugia-villa-giardino-y-h;perugia2@aighostels.it;2312132.41644554;4779015.48331075;25;98;23;POINT (2312132.41644554 4779015.48331075);9;9;541106;PERUGINO
2447;6070;9;54039;PERUGIA;PALAZZO DI BAGNAIA;Agriturismo;3 spighe;Strada Castel del Piano-Bagnaia 4;BAGNAIA;06132;PG;075 774171;;06 8079955;;armannifam@virgilio.it;2299443.2612099997;4769936.2771;1;9;2;POINT (2299443.26121 4769936.2771);9;9;541106;PERUGINO
2448;16027;9;54039;PERUGIA;PALAZZO DI TEA;Agriturismo;3 spighe;Strada Colle Palazzone - Loc. Pilonico Paterno 60/c;;06134;PG;075 602157;338 1697272;;www.agriturismopalazzoditea.weebly.com;;2318361.23348;4779225.57663;3;15;5;POINT (2318361.23348 4779225.57663);9;9;541106;PERUGINO
2449;15382;9;54039;PERUGIA;PANORAMI;Bed & Breakfast;Bed & Breakfast;Via Giuseppe Insalaco 10;;06134;PG;075 5899468;349 0764192;;;panorami.montebagnolo@gmail.com;2308825.84407;4780600.83384;1;2;2;POINT (2308825.84407 4780600.83384);9;9;541106;PERUGINO
2450;5921;9;54039;PERUGIA;PARK HOTEL;Albergo;4 stelle;Via A. Volta 1;PONTE SAN GIOVANNI;06135;PG;075 5990444;;075 5990455;www.perugiaparkhotel.com;info@perugiaparkhotel.com;2312078.43855;4773572.43039;137;258;137;POINT (2312078.43855 4773572.43039);9;9;541106;PERUGINO
2451;7066;9;54039;PERUGIA;PASSAQUETO;Agriturismo;2 spighe;Str. Ponte Rio-Ponte Pattoli - Loc. Cordigliano 90/a;;06134;PG;075 5899795;;075 5899795;www.agriturismopassaqueto.com;info@agriturismopassaqueto.com;2308555.55798;4778538.724830001;12;25;12;POINT (2308555.55798 4778538.724830001);9;9;541106;PERUGINO
2452;6023;9;54039;PERUGIA;PELLEGRINI SABRINA;Affittacamere;Affittacamere;Via XX Settembre 28;;06121;PG;075 5758275;347 0331061;;;;2307239.22003454;4775690.48793311;2;2;1;POINT (2307239.22003454 4775690.48793311);9;9;541106;PERUGINO
2453;5972;9;54039;PERUGIA;PENSIONATO SAN FRANCESCO;Casa religiosa di ospitalita';Casa religiosa di ospitalita';Via della Cupa 46;;06123;PG;075 5723859;;075 5724711;www.suoreoblatepg.191.it;suoreoblatedis.francesco@tin.it;2307281.75455135;4776312.25214525;28;30;17;POINT (2307281.75455135 4776312.25214525);9;9;541106;PERUGINO
2454;16564;9;54039;PERUGIA;PERCORSO VERDE;Bed & Breakfast;Bed & Breakfast;Via Bologna 66;PONTE VALLECEPPI;06135;PG;075 5928190;329 3959536;1782232063;www.percorsoverde.it;info@percorsoverde.it;1956886.0;5128102.0;3;5;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2455;13095;9;54039;PERUGIA;PERUGIA FARMHOUSE;Bed & Breakfast;Bed & Breakfast;Strada Torre Poggio - Loc. Casenuove 4;PONTE DELLA PIETRA;06129;PG;339 5620005;;;;syncperizie@gmail.com;2304583.55977;4770980.37639;3;8;2;POINT (2304583.55977 4770980.37639);9;9;541106;PERUGINO
2456;5922;9;54039;PERUGIA;PERUGIA PLAZA HOTEL;Albergo;4 stelle;Via Palermo 88;;06129;PG;075 34643;;075 30863;www.umbriahotels.com;perugiaplaza@umbriahotels.com;2307252.54869;4774787.23796;108;206;125;POINT (2307252.54869 4774787.23796);9;9;541106;PERUGINO
2457;5980;9;54039;PERUGIA;PERUSIA E LA VILLA;Albergo;4 stelle;Via Eugubina 42;;06122;PG;075 5725004;075 5722875;075 5722875;www.perusiahotel.it;info@perusiahotel.it;2308578.52456;4777131.334480001;135;314;135;POINT (2308578.52456 4777131.334480001);9;9;541106;PERUGINO
2458;18303;9;54039;PERUGIA;PICCOLO MONDO;Bed & Breakfast;Bed & Breakfast;Strada Comunale Ponte Rio 8;;06125;PG;345 8932035;075 589917;075 589917;;marzia.raspa@gmail.com;1956886.0;5128102.0;3;6;2;POINT (1956886 5128102);9;9;541106;PERUGINO
2459;19058;9;54039;PERUGIA;PIGOLETTO;Affittacamere;Affittacamere;Via Quintino Sella 18;;06131;PG;340 3485506;075 43727;;;otraluna@gmail.com;1956886.0;5128102.0;2;3;1;POINT (1956886 5128102);9;9;541106;PERUGINO
2460;14133;9;54039;PERUGIA;PODERE BORGOBELLO;Agriturismo con fattoria didattica;1 spiga;Strada Casenuove 23;COLLE UMBERTO;06133;PG;075 5841471;348 6912764;075 9408216;www.podereborgobello.it;info@podereborgobello.it;2302523.01746;4783585.89255;3;10;6;POINT (2302523.01746 4783585.89255);9;9;541106;PERUGINO
